Name,Id_Atlas,Stage0,Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stage7,Stage8,Stage9,Stage10,Stage11,Stage12,Stage13,Stage14,Stage15,Stage16
ltVPL,129,-0.148 ,-0.134 ,0.108 ,0.342 ,0.021 ,0.231 ,0.235 ,0.247 ,0.636 ,0.356 ,0.433 ,0.474 ,0.887 ,0.196 ,1.079 ,0.475 ,0.784 
rtVPL,130,-0.091 ,-0.186 ,0.046 ,0.084 ,-0.159 ,0.219 ,-0.080 ,0.090 ,0.393 ,0.176 ,0.310 ,0.347 ,0.678 ,-0.190 ,0.582 ,0.216 ,0.542 
ltIL,131,-0.115 ,-0.101 ,0.127 ,0.322 ,0.234 ,0.318 ,0.376 ,0.393 ,0.833 ,0.307 ,0.714 ,0.806 ,0.911 ,0.635 ,0.840 ,0.304 ,1.022 
rtIL,132,-0.179 ,-0.131 ,0.132 ,0.342 ,0.094 ,0.396 ,0.244 ,0.263 ,0.795 ,0.389 ,0.478 ,0.814 ,0.894 ,0.438 ,0.876 ,0.070 ,0.988 
ltMDm,135,-0.117 ,0.086 ,0.214 ,0.512 ,0.429 ,0.531 ,0.646 ,0.770 ,1.154 ,0.869 ,0.946 ,1.168 ,1.387 ,1.012 ,1.579 ,1.149 ,1.691 
rtMDm,136,-0.127 ,0.044 ,0.273 ,0.412 ,0.261 ,0.558 ,0.635 ,0.615 ,1.091 ,0.843 ,0.918 ,1.070 ,1.460 ,0.810 ,1.566 ,0.998 ,1.649 
ltMDl,137,-0.097 ,0.031 ,0.217 ,0.437 ,0.332 ,0.406 ,0.335 ,0.557 ,1.097 ,0.820 ,0.710 ,0.871 ,1.116 ,0.598 ,1.342 ,0.693 ,1.379 
rtMDl,138,-0.081 ,-0.059 ,0.174 ,0.382 ,0.162 ,0.385 ,0.376 ,0.455 ,0.982 ,0.653 ,0.615 ,0.816 ,1.100 ,0.426 ,1.117 ,0.665 ,1.147 
ltLGN,139,-0.123 ,-0.193 ,0.141 ,0.228 ,0.184 ,-0.182 ,0.099 ,0.291 ,0.363 ,0.076 ,0.316 ,-0.252 ,0.210 ,-0.041 ,0.332 ,0.433 ,0.305 
rtLGN,140,-0.109 ,-0.184 ,0.047 ,0.210 ,0.080 ,0.121 ,0.024 ,0.229 ,0.398 ,0.257 ,0.198 ,0.123 ,0.410 ,0.189 ,0.636 ,0.226 ,0.411 
ltMGN,141,-0.145 ,-0.011 ,0.138 ,-0.112 ,-0.004 ,-0.060 ,0.153 ,0.098 ,0.358 ,0.094 ,0.292 ,0.056 ,0.392 ,0.292 ,0.061 ,0.052 ,0.249 
rtMGN,142,-0.118 ,0.072 ,0.090 ,0.147 ,-0.067 ,0.107 ,0.127 ,-0.074 ,0.462 ,0.128 ,0.215 ,-0.093 ,0.255 ,0.242 ,0.068 ,-0.047 ,0.250 
ltPuA,143,-0.199 ,-0.078 ,0.004 ,0.243 ,0.198 ,0.000 ,0.123 ,0.503 ,0.480 ,0.266 ,0.489 ,0.485 ,0.727 ,0.634 ,0.634 ,0.595 ,0.629 
rtPuA,144,-0.202 ,-0.102 ,0.015 ,0.177 ,0.107 ,0.167 ,-0.011 ,0.516 ,0.420 ,0.425 ,0.406 ,0.494 ,0.725 ,0.469 ,0.684 ,0.325 ,0.675 
ltPuM,145,-0.244 ,-0.130 ,0.092 ,0.397 ,0.198 ,0.227 ,0.299 ,0.655 ,0.815 ,0.618 ,0.655 ,0.823 ,1.091 ,0.688 ,1.528 ,0.900 ,1.168 
rtPuM,146,-0.243 ,-0.187 ,0.033 ,0.324 ,0.140 ,0.349 ,0.140 ,0.546 ,0.709 ,0.618 ,0.463 ,0.750 ,0.996 ,0.805 ,1.603 ,0.778 ,1.235 
ltPuL,147,-0.188 ,-0.116 ,0.164 ,0.415 ,0.154 ,0.351 ,0.221 ,0.503 ,0.871 ,0.683 ,0.634 ,0.802 ,1.202 ,0.726 ,1.383 ,0.812 ,1.241 
rtPuL,148,-0.122 ,-0.173 ,0.052 ,0.382 ,0.135 ,0.378 ,0.214 ,0.423 ,0.725 ,0.656 ,0.318 ,0.658 ,0.967 ,0.665 ,1.382 ,0.647 ,1.067 
ltPuI,149,-0.056 ,-0.074 ,0.252 ,0.245 ,-0.085 ,0.323 ,0.122 ,0.347 ,0.489 ,0.144 ,0.457 ,0.287 ,0.836 ,0.320 ,1.131 ,0.202 ,0.679 
rtPuI,150,-0.022 ,-0.116 ,0.120 ,0.198 ,-0.126 ,0.188 ,-0.183 ,0.207 ,0.269 ,-0.019 ,0.192 ,-0.013 ,0.446 ,0.168 ,0.462 ,-0.103 ,0.477 
lACCsub,151,-0.118 ,0.292 ,0.445 ,0.587 ,0.653 ,0.491 ,0.756 ,0.584 ,0.639 ,1.032 ,0.926 ,0.781 ,0.937 ,0.933 ,1.262 ,1.072 ,1.413 
rACCsub,152,-0.151 ,0.148 ,0.396 ,0.414 ,0.500 ,0.250 ,0.695 ,0.544 ,0.347 ,0.676 ,0.723 ,0.575 ,0.679 ,0.332 ,0.882 ,0.741 ,1.056 
lACCpre,153,-0.098 ,0.396 ,0.557 ,0.721 ,0.872 ,0.901 ,1.170 ,0.811 ,0.895 ,1.140 ,1.163 ,1.281 ,1.496 ,1.821 ,1.630 ,1.836 ,1.962 
rACCpre,154,-0.115 ,0.375 ,0.544 ,0.718 ,0.924 ,0.893 ,1.089 ,1.021 ,0.739 ,1.196 ,1.227 ,1.218 ,1.236 ,1.668 ,1.489 ,1.555 ,1.876 
lACCsup,155,-0.150 ,0.381 ,0.489 ,0.679 ,0.692 ,0.766 ,0.946 ,0.921 ,0.842 ,0.916 ,0.963 ,0.988 ,1.510 ,1.548 ,1.187 ,1.360 ,1.813 
rACCsup,156,-0.137 ,0.165 ,0.415 ,0.487 ,0.523 ,0.599 ,0.775 ,0.727 ,0.344 ,0.676 ,0.779 ,0.603 ,0.679 ,1.167 ,0.453 ,0.678 ,1.265 
lNacc,157,-0.488 ,-0.072 ,-0.027 ,0.109 ,0.187 ,0.158 ,0.101 ,0.234 ,0.211 ,0.367 ,0.385 ,0.343 ,0.631 ,0.469 ,0.338 ,0.296 ,0.887 
rNacc,158,-0.489 ,-0.180 ,-0.159 ,0.069 ,0.137 ,0.062 ,0.019 ,0.254 ,0.078 ,0.407 ,0.336 ,0.409 ,0.735 ,0.566 ,0.079 ,0.381 ,0.783 
